Name,Gender,Origin
Reidar,m,Norwegian
Reidun,f,Norwegian
Reijo,m,Finnish
Reilly,"m, f",English (Modern)
Reima,m,Finnish
Reimund,m,German
Rein,m,"Dutch, Frisian, German"
Reina,f,"Spanish, Yiddish"
Reinald,m,Ancient Germanic
Reinaldo,m,"Portuguese, Spanish"
Reine,f,French
Reiner,m,"Ancient Germanic, German"
Reinhard,m,"Ancient Germanic, German"
Reinhild,f,German
Reinhilde,f,German
Reinhold,m,"Ancient Germanic, German"
Reinier,m,Dutch
Reino,m,Finnish
Reinoud,m,Dutch
Reinout,m,Dutch
Rei̇s,m,Turkish
Reko,m,Finnish
Remao,m,Limburgish
Rembrandt,m,Dutch
Remedios,f,Spanish
Remei,f,Catalan
Remiel,m,Judeo-Christian Legend
Remigio,m,"Italian, Portuguese, Spanish"
Remigius,m,Late Roman
Remigiusz,m,Polish
Remo,m,Italian
Remus,m,"Roman Mythology, Romanian"
Ren,"m, f",Japanese
Rena,f,English
Renae,f,English
Renard,m,French (Rare)
Renat,m,Russian
Renata,f,"Croatian, Czech, German, Italian, Late Roman, Polish, Portuguese, Slovene, Spanish"
Renate,f,"Dutch, German, Norwegian"
Renato,m,"Croatian, Italian, Portuguese, Spanish"
Renatus,m,Late Roman
Renaud,m,French
Rene,"m, f",English
Renee,f,English
Reneer,m,Limburgish
Renia,f,Polish
Renie,f,English (Rare)
Renita,f,English
Rens,m,Dutch
Renzo,m,Italian
Renáta,f,"Czech, Hungarian, Slovak"
René,m,"Czech, French, German, Slovak, Spanish"
Renée,f,"Dutch, French"
Reshmi,f,"Bengali, Hindi, Indian"
Retha,f,"Afrikaans, English, Southern African"
Reto,m,German (Swiss)
Reuben,m,"Biblical, English, Hebrew"
Reuel,m,Biblical
Reut,f,Hebrew
Reuven,m,"Biblical Hebrew, Hebrew"
Reva,f,"Hindi, Hinduism, Indian"
Revaz,m,Georgian
Revazi,m,Georgian
Rex,m,English
Rexana,f,English (Rare)
Rexanne,f,English (Rare)
Reyes,"m, f",Spanish
Reyhan,f,"Turkish, Uyghur"
Reyhangul,f,Uyghur
Reyna,f,Spanish
Reynaldo,m,"Portuguese, Spanish"
Reynard,m,English (Rare)
Reynaud,m,French
Reynold,m,English
Reza,m,Persian
Reziko,m,Georgian
Reşi̇de,f,Turkish
Reşi̇t,m,Turkish
Rhea,f,"Greek Mythology (Latinized), Roman Mythology"
Rheanna,f,English (Rare)
Rheia,f,Greek Mythology
Rheinallt,m,Welsh
Rhett,m,English
Rhetta,f,English (Rare)
Rhian,f,Welsh
Rhianna,f,English (Modern)
Rhiannon,f,"English, Welsh, Welsh Mythology"
Rhianon,f,Welsh
Rhianu,f,Welsh
Rhisiart,m,Welsh
Rhoda,f,"Biblical, English"
Rhode,f,"Ancient Greek, Biblical Greek, Biblical Latin"
Rhodri,m,Welsh
Rhona,f,Scottish
Rhonda,f,English
Rhonwen,f,Welsh
Rhosyn,f,Welsh (Rare)
Rhydderch,m,Welsh
Rhys,m,Welsh
Ria,f,"Dutch, German"
Riad,m,Arabic
Riagán,m,Irish
Rian,m,English
Riannon,f,Welsh
Riaz,m,Arabic
Rica,f,English (Rare)
Ricard,m,Catalan
Ricarda,f,"German, Spanish"
Ricardo,m,"Portuguese, Spanish"
Riccarda,f,Italian
Riccardo,m,Italian
Rich,m,English
Richa,f,"Bengali, Hindi, Indian, Malayalam, Marathi"
Richard,m,"Ancient Germanic, Czech, Dutch, English, French, German, Slovak"
Richardine,f,English (Rare)
Richelle,f,English
Richie,m,English
Richmal,f,English (Rare)
Richárd,m,Hungarian
Rick,m,English
Rickey,m,English
Ricki,"m, f",English
Rickie,m,English
Ricky,m,English
Rico,m,"Italian, Spanish"
Ricohard,m,Ancient Germanic
Rida,m,Arabic
Ridha,m,Arabic
Ridley,m,English (Rare)
Ridvan,m,Turkish
Ridwan,m,Arabic
Ridwana,f,Arabic
Rien,m,Dutch
Rifat,m,"Arabic, Turkish"
Rifka,f,Yiddish
Rigantona,f,Celtic Mythology
Rigby,m,English (Rare)
Rigel,m,Astronomy
Rihanna,f,Arabic
Rihard,m,Slovene
Rihards,m,Latvian
Riika,f,Finnish
Riikka,f,Finnish
Riina,f,"Estonian, Finnish"
Riitta,f,Finnish
Rik,m,Dutch
Rika,f,"Dutch, Swedish"
Rikard,m,"Danish, Norwegian, Swedish"
Rike,f,German
Rikhard,m,Finnish
Rikke,f,Danish
Rikki,f,English (Modern)
Riko,f,Japanese
Riku,m,"Finnish, Japanese"
Rikuto,m,Japanese
Riley,"m, f",English
Rilla,f,English
Rim,f,Arabic
Rin,"m, f",Japanese
Rina,f,"Dutch, Hebrew, Hindi, Indian, Italian, Japanese, Marathi"
Rinaldo,m,Italian
Rinat,f,Hebrew
Rinat,m,"Bashkir, Tatar"
Rini,"m, f",Dutch
Rino,m,Italian
Rinus,m,Dutch
Riny,"m, f",Dutch
Rio,f,Japanese
Rio,m,Various
Riordan,m,Irish
Ripley,m,English (Rare)
Rishi,m,"Bengali, Hindi, Indian, Marathi, Nepali"
Risteárd,m,Irish
Risto,m,"Finnish, Macedonian"
Rita,f,"Danish, English, German, Hungarian, Italian, Norwegian, Portuguese, Spanish, Swedish"
Ritchie,m,English
Ritika,f,"Hindi, Indian"
Ritu,f,"Hindi, Indian, Marathi"
Ritva,f,Finnish
Riva,f,Hebrew
River,m,English (Modern)
Rivka,f,Hebrew
Rivqah,f,Biblical Hebrew
Riya,f,"Bengali, Hindi, Indian, Marathi"
Riza,m,Turkish
Rizvan,m,Turkish
Rizwan,m,"Arabic, Urdu"
Rizwana,f,"Arabic, Urdu"
Ričardas,m,Lithuanian
Ričards,m,Latvian
Riško,m,Slovak
Rišo,m,Slovak
Roald,m,Norwegian
Roan,m,Frisian
Roar,m,Norwegian
Rob,m,"Dutch, English"
Robbe,m,Dutch
Robbie,"m, f",English
Robby,m,English
Robena,f,English (Rare)
Robert,m,"Ancient Germanic, Croatian, Czech, Danish, Dutch, English, French, German, Norwegian, Polish, Romanian, Russian, Slovene, Swedish"
Roberta,f,"English, Italian, Spanish"
Robertas,m,Lithuanian
Roberte,f,French
Robertina,f,"Italian, Spanish"
Roberto,m,"Italian, Portuguese, Spanish"
Roberts,m,Latvian
Robi,m,Hungarian
Robin,"m, f","Dutch, English, Swedish"
Robina,f,English (Rare)
Robrecht,m,Dutch
Robyn,f,English
Robynne,f,English (Rare)
Roc,m,Catalan
Rocco,m,"Ancient Germanic, Italian"
Roch,m,"French, Polish"
Rochelle,f,English
Rochus,m,"Ancient Germanic (Latinized), Dutch (Rare), German (Rare)"
Rocky,m,English
Rocío,f,Spanish
Rod,m,English
Roddy,m,"English, Scottish"
Roderic,m,Catalan
Roderick,m,"English, Scottish, Welsh"
Rodge,m,English
Rodger,m,English
Rodica,f,Romanian
Rodina,f,Scottish
Rodion,m,Russian
Rodney,m,English
Rodolf,m,"Dutch (Rare), German (Rare)"
Rodolfito,m,Spanish
Rodolfo,m,"Italian, Portuguese, Spanish"
Rodolph,m,"English (Rare), French (Rare)"
Rodolphe,m,French
Rodrigo,m,"Galician, Italian, Portuguese, Spanish"
Rodrigue,m,French
Rodya,m,Russian
Roel,m,Dutch
Roeland,m,Dutch
Roelof,m,Dutch
Roffe,m,Swedish
Rogelio,m,Spanish
Roger,m,"Catalan, Danish, Dutch, English, French, German, Norwegian, Swedish"
Roghayeh,f,Persian
Rogier,m,Dutch
Rogério,m,Portuguese
Rohan,f,Literature
Rohan,m,"Bengali, Hindi, Indian, Kannada, Marathi"
Rohese,f,Medieval English
Rohesia,f,Medieval English (Latinized)
Rohit,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Marathi, Nepali, Odia, Telugu"
Roi,m,"Galician, Hebrew"
Roibeárd,m,Irish
Roimata,f,Maori
Rok,m,Slovene
Roko,m,Croatian
Roksana,f,"Polish, Russian"
Rokuro,m,Japanese
Rokurou,m,Japanese
Rokus,m,Dutch
Rolan,m,Russian
Roland,m,"Dutch, English, French, German, Hungarian, Medieval French, Swedish"
Rolande,f,French
Rolando,m,"Italian, Portuguese, Spanish"
Roldán,m,Spanish
Roldão,m,Portuguese
Rolf,m,"Danish, English, German, Norwegian, Swedish"
Rolland,m,English
Rollo,m,English
Rolo,m,English (Rare)
Rolph,m,English (Rare)
Roly,m,English
Roma,f,Various
Roma,m,Russian
Romaeus,m,Late Roman
Romain,m,French
Romaine,f,"English, French"
Roman,m,"Croatian, Czech, German, Polish, Russian, Slovak, Slovene, Ukrainian"
Romana,f,"Croatian, Czech, Italian, Late Roman, Polish, Slovak, Slovene"
Romane,f,French
Romano,m,Italian
Romanus,m,Late Roman
Romayne,f,English (Rare)
Romeo,m,Italian
Romey,f,English (Rare)
Romilda,"m, f","Ancient Germanic, Italian"
Romina,f,Italian
Romola,f,Italian
Romolo,m,Italian
Romulus,m,Roman Mythology
Romy,f,"English, German"
Romà,m,Catalan
Román,m,Hungarian
Romána,f,Hungarian (Rare)
Ron,m,English
Ron,"m, f",Hebrew
Rona,f,"English, Hebrew"
Ronald,m,"English, Scottish"
Ronalda,f,Scottish
Ronaldo,m,Portuguese
Ronda,f,English
Ronen,m,Hebrew
Rong,"m, f",Chinese
Roni,f,"English, Hebrew"
Roni,m,Finnish
Ronit,f,"Hebrew, Irish"
Ronja,f,Swedish
Ronne,m,Frisian
Ronnette,f,English (Rare)
Ronnie,"m, f",English
Ronny,m,English
Roope,m,Finnish
Roopertti,m,Finnish (Rare)
Roos,f,Dutch
Roosevelt,m,English
Roosje,f,Dutch
Roparzh,m,Breton
Roque,m,"Portuguese, Spanish"
Rorie,m,"Irish, Scottish"
Rory,m,"Irish, Scottish"
Ros,f,English
Rosa,f,"Bulgarian, Danish, Dutch, English, German, Italian, Macedonian, Norwegian, Portuguese, Spanish, Swedish"
Rosabel,f,English (Rare)
Rosabella,f,English (Rare)
Rosaire,m,French
Rosalba,f,Italian
Rosaleen,f,English (Rare)
Rosalia,f,"Italian, Late Roman, Portuguese, Spanish"
Rosalie,f,"Dutch, English, French, German"
Rosalin,f,English (Rare)
Rosalina,f,"Portuguese, Spanish"
Rosalind,f,English
Rosalinda,f,"Italian, Spanish"
Rosaline,f,English
Rosalva,f,Spanish
Rosalyn,f,English
Rosalynne,f,English (Rare)
Rosalía,f,"Galician, Spanish"
Rosamond,f,English
Rosamund,f,English (Rare)
Rosana,f,Portuguese
Rosangela,f,Italian
Rosanna,f,"English, Italian"
Rosannah,f,English (Rare)
Rosanne,f,"Dutch, English"
Rosaria,f,Italian
Rosario,"m, f","Italian, Spanish"
Roscoe,m,English
Rose,f,"English, French"
Roseann,f,English
Roseanne,f,English
Rosella,f,Italian
Roselle,f,French (Rare)
Roselyn,f,English
Rosemarie,f,"English, German"
Rosemary,f,English
Rosemonde,f,French
Rosenda,f,Spanish
Rosendo,m,Spanish
Roser,f,Catalan
Rosetta,f,Italian
Rosette,f,French
Roshan,"m, f","Hindi, Indian, Marathi, Nepali, Persian"
Roshanak,f,"Ancient Persian, Persian"
Roshanara,f,Persian (Archaic)
Rosheen,f,Irish
Roshni,f,"Hindi, Indian, Marathi"
Rosica,f,Bulgarian
Rosie,f,English
Rosina,f,Italian
Rosine,f,French
Rosinha,f,Portuguese
Rosita,f,Spanish
Rositsa,f,Bulgarian
Roslindis,f,Ancient Germanic
Roslyn,f,English
Rosmunda,f,Ancient Germanic
Ross,m,"English, Scottish"
Rossa,f,Italian
Rossana,f,Italian
Rossella,f,Italian
Rostam,m,"Persian, Persian Mythology"
Rostislav,m,"Czech, Medieval Slavic, Russian"
Rostom,m,Georgian
Roswell,m,English
Roswitha,f,German
Rosy,f,English
Rosália,f,Portuguese
Rosário,f,Portuguese
Rotem,"m, f",Hebrew
Rothaid,f,Ancient Germanic
Rouben,m,"Armenian, Biblical Greek"
Roul,m,"Medieval English, Medieval French"
Routh,f,Biblical Greek
Rowan,"m, f","English (Modern), Irish"
Rowanne,f,English (Rare)
Rowena,f,English
Rowina,f,English (Rare)
Rowland,m,English
Rowley,m,English
Roxana,f,"Ancient Greek (Latinized), English, Romanian, Spanish"
Roxane,f,"Ancient Greek, English, French"
Roxanna,f,English
Roxanne,f,"English, French"
Roxelana,f,History
Roxie,f,English
Roxy,f,English
Roy,m,"Dutch, English, Scottish"
Royal,m,English
Royale,m,English (Rare)
Royce,m,English
Roydon,m,English (Rare)
Royle,m,English (Rare)
Royse,f,Medieval English
Royston,m,English (Rare)
Roz,f,English
Roza,f,"Ancient Germanic, Bulgarian, Macedonian, Russian, Slovene"
Rozabela,f,Esperanto
Rozalia,f,"Polish, Romanian"
Rozalija,f,"Croatian, Lithuanian, Macedonian, Slovene"
Rozaliya,f,Russian
Rozanne,f,English
Rozenn,f,Breton
Rozika,f,Croatian
Rozália,f,"Hungarian, Slovak"
Rozálie,f,Czech
Rozālija,f,Latvian
Rožė,f,Lithuanian
Ru,"m, f",Chinese
Ruadh,m,"Irish, Scottish"
Ruadhán,m,Irish
Ruaidhrí,m,Irish
Ruaidrí,m,Irish
Ruairi,m,Scottish
Ruairidh,m,Scottish
Ruairí,m,Irish
Ruaraidh,m,Scottish
Ruarc,m,Irish
Ruaridh,m,Scottish
Ruba,f,Arabic
Rubab,f,Arabic
Rube,m,English
Rubem,m,Portuguese (Brazilian)
Ruben,m,"Armenian, Biblical Latin, Danish, Dutch, French, Norwegian, Swedish"
Rubena,f,Esperanto
Rubens,m,Portuguese (Brazilian)
Rubina,f,Italian
Rubinho,m,Portuguese
Ruby,f,English
Rubye,f,English
Rubén,m,Spanish
Ruchel,f,Yiddish
Rudesind,m,Ancient Germanic
Rudi,m,"German, Hungarian"
Rudo,"m, f","Shona, Southern African"
Rudolf,m,"Armenian, Croatian, Czech, Danish, Dutch, German, Hungarian, Norwegian, Polish, Russian, Slovene, Swedish"
Rudolph,m,English
Rudy,m,English
Rudyard,m,English (Rare)
Rue,f,English
Ruedi,m,German (Swiss)
Ruf,f,Russian
Rufaro,f,"Shona, Southern African"
Rufina,f,"Ancient Roman, Russian, Spanish"
Rufino,m,"Italian, Portuguese, Spanish"
Rufinus,m,Ancient Roman
Rufus,m,"Ancient Roman, Biblical, English"
Ruggero,m,Italian
Ruggiero,m,Italian
Ruh,m,Arabic
Rui,m,Portuguese
Ruiha,f,Maori
Ruki̇ye,f,Turkish
Rukmini,f,Hinduism
Rumbidzai,f,"Shona, Southern African"
Rumen,m,"Bulgarian, Macedonian"
Rumena,f,"Bulgarian, Macedonian"
Runa,f,"Danish, Norwegian, Swedish"
Rune,m,"Danish, Norwegian, Swedish"
Rupa,f,"Bengali, Hindi, Indian, Marathi, Nepali"
Rupert,m,"Dutch, English, German"
Ruperta,f,Spanish
Ruperto,m,Spanish
Rupinder,"m, f",Indian (Sikh)
Ruprecht,m,German (Archaic)
Ruqayya,f,Arabic
Ruqayyah,f,Arabic
Rurik,m,Russian
Rusiko,f,Georgian
Ruslan,m,"Azerbaijani, Bashkir, Belarusian, Chechen, Ingush, Kazakh, Kyrgyz, Ossetian, Russian, Tatar, Ukrainian, Uzbek"
Ruslana,f,Ukrainian
Russ,m,English
Russel,m,English
Russell,m,English
Rustam,m,"Azerbaijani, Kazakh, Tajik, Uzbek"
Rusty,m,English
Rusudan,f,Georgian
Rusudani,f,Georgian
Rusul,m,Arabic
Rut,f,"Biblical Hebrew, Hebrew, Icelandic, Spanish, Swedish"
Ruta,f,Polish
Rute,f,Portuguese
Rutendo,"m, f","Shona, Southern African"
Rutger,m,Dutch
Ruth,f,"Biblical, Biblical Latin, Danish, Dutch, English, German, Norwegian, Spanish, Swedish"
Ruth,m,Limburgish
Ruthi,f,Old Church Slavic
Ruthie,f,English
Ruuben,m,Finnish
Ruud,m,Dutch
Ruut,f,Finnish
Ruwa,f,Arabic
Ruxandra,f,Romanian
Ruy,m,"Portuguese, Spanish"
Ruya,f,Arabic
Ruzha,f,"Bulgarian, Macedonian"
Ruža,f,"Croatian, Serbian"
Ružica,f,Croatian
Ryan,m,"English, Irish"
Ryana,f,English (Rare)
Ryann,f,English (Modern)
Ryanne,f,English (Rare)
Ryder,m,English (Modern)
Ryker,m,English (Modern)
Rylan,m,English (Modern)
Rylee,f,English (Modern)
Ryleigh,f,English (Modern)
Ryley,m,English (Modern)
Rylie,f,English (Modern)
Ryo,m,Japanese
Ryoichi,m,Japanese
Ryota,m,Japanese
Ryou,m,Japanese
Ryouichi,m,Japanese
Ryouta,m,Japanese
Ryszard,m,Polish
Ryuu,m,Japanese
Ryuunosuke,m,Japanese
Ráhel,f,Hungarian
Ráichéal,f,Irish
Ráðúlfr,m,Ancient Scandinavian
Réamann,m,Irish
Rébecca,f,French
Régine,f,French
Régis,m,French
Régulo,m,"Portuguese, Spanish"
Réka,f,Hungarian
Rémi,m,French
Rémy,m,French
Rían,m,Irish
Ríghnach,f,Irish Mythology
Ríoghnach,f,Irish Mythology
Ríoghnán,m,Irish
Ríona,f,Irish
Ríonach,f,Irish
Róbert,m,"Hungarian, Icelandic, Slovak"
Róis,f,Irish
Róisín,f,Irish
Rónán,m,Irish
Rórdán,m,Irish
Róza,f,Hungarian
Rózsa,f,Hungarian
Rózsi,f,Hungarian
Róża,f,Polish
Rúben,m,Portuguese
Rúna,f,"Ancient Scandinavian, Icelandic"
Rúni,m,"Ancient Scandinavian, Faroese"
Rüdiger,m,German
Rüstem,m,Turkish
Rüşen,"m, f",Turkish
Răzvan,m,Romanian
Rūta,f,Lithuanian
Růžena,f,Czech
Sa'adat,f,Arabic
Sa'd,m,Arabic
Sa'di,m,Arabic
Sa'dia,f,Arabic
Sa'id,m,Arabic
Sa'ida,f,Arabic
Saam,m,"Persian, Persian Mythology"
Saana,f,Finnish
Saara,f,Finnish
Saba,m,Georgian
Sabah,m,Arabic (Rare)
Sabah,"m, f","Arabic, Turkish"
Sabahatti̇n,m,Turkish
Sabahudin,m,Bosnian
Sabas,m,"Late Greek, Spanish"
Sabbas,m,Late Greek
Sabeen,f,Urdu
Sabela,f,Galician
Sabella,f,English (Rare)
Sabellius,m,Late Roman
Sabia,f,Irish Mythology
Sabien,f,Dutch
Sabina,f,"Ancient Roman, Croatian, Czech, Italian, Polish, Portuguese, Romanian, Russian, Slovene, Spanish"
Sabine,f,"French, German"
Sabino,m,Italian
Sabinus,m,Ancient Roman
Sable,f,English (Modern)
Sabri,m,Arabic
Sabrina,f,"English, German, Italian"
Sabriyya,f,Arabic
Sabri̇,m,Turkish
Sabri̇ye,f,Turkish
Sabryna,f,English (Rare)
Saburo,m,Japanese
Saburou,m,Japanese
Sacagawea,f,Native American
Sacha,"m, f",French
Sachairi,m,Scottish
Sacheverell,m,English (Rare)
Sachie,m,English (Rare)
Sachiko,f,Japanese
Sachin,m,"Gujarati, Hindi, Indian, Marathi, Telugu"
Sacnite,f,"Mayan, Native American"
Sadaf,f,Arabic
Sadb,f,"Irish, Irish Mythology"
Sadbh,f,"Irish, Irish Mythology"
Saddam,m,Arabic
Sadhbh,f,"Irish, Irish Mythology"
Sadia,f,"Bengali, Urdu"
Sadie,f,English
Sadi̇,m,Turkish
Saffira,f,Biblical Latin
Saffron,f,English (Rare)
Safi,m,Arabic
Safira,f,Esperanto
Safiya,f,Arabic
Safiyyah,f,Arabic
Safi̇ye,f,Turkish
Saga,f,"Icelandic, Norse Mythology, Swedish"
Sage,"m, f",English (Modern)
Sagi,m,Hebrew
Sagit,f,Hebrew
Sahak,m,Armenian
Sahar,f,"Arabic, Persian"
Saibh,f,Irish
Saif,m,Arabic
Saiful,m,Arabic
Saifullah,m,Arabic
Saija,f,Finnish
Saira,f,Urdu
Sai̇t,m,Turkish
Sajjad,m,Arabic
Sakari,m,Finnish
Sakchai,m,Thai
Sakhr,m,Arabic
Saki,f,Japanese
Sakina,f,Arabic
Sakineh,f,Persian
Sakke,m,Finnish
Sakshi,f,"Hindi, Indian, Marathi"
Saku,m,Finnish
Sakura,f,Japanese
Sakurako,f,Japanese
Sal,"m, f",English
Salacia,f,Roman Mythology
Saladin,m,History
Salah,m,Arabic
Salambek,m,Chechen
Salamon,m,Hungarian
Salathiel,m,"Biblical, Biblical Greek"
Salathihel,m,Biblical Latin
Saleem,m,Arabic
Saleh,m,Arabic
Salena,f,English (Modern)
Salha,f,Arabic
Salih,m,Arabic
Saliha,f,Arabic
Salil,m,Arabic
Salim,m,Arabic
Salima,f,Arabic
Salina,f,English
Sali̇h,m,Turkish
Salli,f,Finnish
Sallie,f,English
Sally,f,English
Salma,f,Arabic
Salman,m,Arabic
Salome,f,"Biblical, Biblical Greek, Biblical Latin, English, Georgian, German"
Salomea,f,Polish
Salomon,m,"Biblical Greek, Biblical Latin, Danish, French, Norwegian, Swedish"
Salomão,m,Portuguese
Salomé,f,"French, Portuguese, Spanish"
Salomón,m,Spanish
Saltanat,f,Kazakh
Salud,f,Spanish
Salut,f,Catalan
Salvador,m,Spanish
Salvator,m,Late Roman
Salvatore,m,Italian
Salvatrice,f,Italian
Salvatrix,f,Late Roman
Salwah,f,Arabic
Sam,m,"Literature, Persian, Persian Mythology"
Sam,"m, f",English
Samad,m,Arabic
Samael,m,Judeo-Christian Legend
Samanta,f,"Italian, Spanish"
Samantha,f,"Dutch, English, Italian"
Samar,f,Arabic
Samara,f,English (Modern)
Samed,m,Turkish
Sameer,m,"Arabic, Bengali, Gujarati, Hindi, Indian, Marathi"
Sameera,f,"Arabic, Hindi, Indian, Marathi, Telugu"
Sami,m,"Arabic, Finnish"
Samia,f,Arabic
Samina,f,Arabic
Samir,m,"Arabic, Bengali, Gujarati, Hindi, Indian, Marathi"
Samira,f,"Arabic, Hindi, Indian, Marathi, Persian, Telugu"
Samiya,f,Arabic
Sami̇,m,Turkish
Sami̇r,m,Azerbaijani
Sami̇ye,f,Turkish
Sammi,f,English (Rare)
Sammie,"m, f",English
Sammy,"m, f",English
Samnang,"m, f",Khmer
Samo,m,"Medieval Slavic, Slovene"
Samoil,m,Macedonian
Samouel,m,Biblical Greek
Sampo,m,"Finnish, Finnish Mythology"
Samppa,m,Finnish
Sampson,m,"Biblical Greek, English"
Samson,m,"Biblical, Biblical Latin, English, French"
Samu,m,"Finnish, Hungarian"
Samuel,m,"Biblical, Czech, Danish, Dutch, English, Finnish, French, German, Jewish, Norwegian, Polish, Portuguese, Slovak, Spanish, Swedish"
Samuela,f,Italian
Samuele,m,Italian
Samuhel,m,Biblical Latin
Samuil,m,"Bulgarian, Russian"
Samuilu,m,Old Church Slavic
Samuli,m,Finnish
Sana,f,Arabic
Sanaa,f,"Arabic, Eastern African, Swahili"
Sanaz,f,Persian
Sancha,f,Spanish
Sanchia,f,Spanish
Sancho,m,Spanish
Sanctius,m,Late Roman
Sanda,f,"Croatian, Romanian"
Sandalio,m,Spanish
Sandeep,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Sander,m,"Danish, Dutch, Norwegian, Swedish"
Sandford,m,English (Rare)
Sandhya,f,"Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Sandi,m,"Croatian, Slovene"
Sandie,f,English (Rare)
Sandip,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Punjabi, Tamil, Telugu"
Sandra,f,"Croatian, Danish, Dutch, English, French, German, Icelandic, Italian, Latvian, Lithuanian, Macedonian, Norwegian, Polish, Portuguese, Romanian, Serbian, Slovene, Spanish, Swedish"
Sandrine,f,French
Sandro,m,"Georgian, Italian"
Sandu,m,Romanian
Sandy,"m, f",English
Sanel,m,Croatian
Sanela,f,Croatian
Sanem,f,Turkish
Sanford,m,English
Sang,"m, f",Korean
Sang-hun,m,Korean
Sango,f,Popular Culture
Sani,m,Arabic
Saniyya,f,Arabic
Sanja,f,"Croatian, Serbian"
Sanjana,f,"Hindi, Indian, Marathi"
Sanjay,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Odia, Tamil, Telugu"
Sanjaya,m,Hinduism
Sanjeet,m,"Hindi, Indian"
Sanjeev,m,"Gujarati, Hindi, Indian, Kannada, Marathi, Punjabi, Telugu"
Sanjib,m,Bengali
Sanjica,f,Croatian
Sanjin,m,Croatian
Sanjit,m,"Bengali, Hindi, Indian"
Sanjiv,m,"Gujarati, Hindi, Indian, Kannada, Marathi, Punjabi, Telugu"
Sankar,m,"Bengali, Indian, Malayalam"
Sanna,f,"Finnish, Swedish"
Sanne,f,"Danish, Dutch"
Sanni,f,Finnish
Sans,m,Medieval Spanish
Sansone,m,Italian
Santa,f,Italian
Santeri,m,Finnish
Santiago,m,"Portuguese, Spanish"
Santina,f,Italian
Santino,m,Italian
Santo,m,Italian
Santos,m,Spanish
Santtu,m,Finnish
Santuzza,f,Italian
Sanya,f,Arabic
Sanya,"m, f",Russian
Sanyi,m,Hungarian
Saoirse,f,Irish
Saoul,m,Biblical Greek
Sapir,f,Hebrew
Sappheire,f,Biblical Greek
Sapphira,f,Biblical
Sapphire,f,English (Rare)
Sappho,f,Ancient Greek
Saqui,f,"Mapuche, Native American"
Sara,f,"Arabic, Bosnian, Catalan, Croatian, Danish, Dutch, English, Finnish, French, German, Greek, Icelandic, Italian, Macedonian, Norwegian, Persian, Polish, Portuguese, Serbian, Slovene, Spanish, Swedish"
Sarah,f,"Arabic, Biblical, Biblical Hebrew, English, French, German, Hebrew"
Sarai,f,"Biblical, Biblical Hebrew"
Saraid,f,Irish
Saral,m,"Hindi, Indian"
Sarala,f,"Indian, Kannada, Tamil, Telugu"
Sarangerel,f,Mongolian
Saranna,f,English (Rare)
Saraswati,f,"Hindi, Hinduism, Indian, Marathi"
Sarava,m,Various
Sardar,m,"Pashto, Persian, Urdu"
Sargis,m,Armenian
Sargon,m,History
Sari,f,"Finnish, Indonesian"
Sariah,f,Mormon
Sarika,f,"Hindi, Indian, Marathi"
Sarina,f,English (Modern)
Sarit,f,Hebrew
Sarita,f,"Hindi, Indian, Marathi, Nepali, Spanish"
Sarkis,m,Armenian
Sarnai,f,Mongolian
Sarosh,m,Persian Mythology
Sarpedon,m,Greek Mythology
Sarra,f,"Biblical Greek, Biblical Latin, Old Church Slavic"
Sarvesh,m,"Hindi, Indian, Marathi"
Sascha,"m, f",German
Sasha,"m, f","English, French, Russian, Ukrainian"
Sashi,"m, f","Indian, Kannada"
Sashka,f,"Bulgarian, Macedonian"
Sasho,m,"Bulgarian, Macedonian"
Sasithorn,f,Thai
Saskia,f,"Dutch, German"
Sassa,f,Swedish
Satan,m,"Biblical, Biblical Hebrew, Theology"
Satchel,m,English (Rare)
Sati,f,Hinduism
Satish,m,"Hindi, Indian, Kannada, Marathi, Telugu"
Satisha,m,Hinduism
Satomi,f,Japanese
Satu,f,Finnish
Saturn,m,Roman Mythology (Anglicized)
Saturnina,f,"Ancient Roman, Spanish"
Saturnino,m,"Italian, Portuguese, Spanish"
Saturninus,m,Ancient Roman
Saturnus,m,Roman Mythology
Sauda,f,"Eastern African, Swahili"
Saul,m,"Biblical, Biblical Latin, Jewish"
Saule,f,"Baltic Mythology, Latvian"
Sauli,m,Finnish
Saulius,m,Lithuanian
Sauliā,f,Baltic Mythology (Hypothetical)
Saulė,f,"Baltic Mythology, Lithuanian"
Saundra,f,Scottish
Sava,m,"Bulgarian, Serbian"
Savanna,f,English (Modern)
Savannah,f,English
Savaş,m,Turkish
Saveli,m,Russian
Saveliy,m,Russian
Savely,m,Russian
Saveria,f,Italian
Saverio,m,Italian
Saveriu,m,Corsican
Savina,f,Italian
Savino,m,Italian
Savio,m,Italian
Savitr,m,Hinduism
Savitri,f,"Hindi, Hinduism, Indian, Marathi"
Savva,m,Russian
Sawney,m,Scottish
Sawsan,f,Arabic
Sawyer,m,English (Modern)
Sawyl,m,Welsh
